$\frac{P_e}{\ell}$ (m$^{-1}$),$J_0$ (m yr$^{-1}$),Speed diff (m yr$^{-1}$),Speed diff (%),Advance (km)
2.1362515307452037e-05,-915.3788808298851,3029.186178729464,66.61045853095996,-17.0
0.00030619840469815014,-200.80505330419868,511.12346381383264,84.19269559589198,-2.3
-4.6940586901789844e-05,-82.85776147153078,456.28420676932467,55.29340688018297,-3.0
-3.4462464531260534e-05,-450.93682441120603,-435.6551801479931,-12.603562311063065,-0.3
7.804847295953037e-05,-1243.2085819018976,-349.57218689130264,-8.16458487275597,-0.2
0.0001743773634556848,-85.29296198917541,-82.86460853721395,-9.947907411863646,0.2
0.00018968658544395183,-320.89333815219504,-155.39715352872526,-15.20995967914242,0.0
0.00015826593568922813,-407.6119174338639,-323.3718921692392,-14.857119514246476,-0.2
7.059760401216007e-06,-724.9595268540897,-404.01030253588686,-10.192382092916557,-0.1
7.157284580133966e-06,-54.37905368580539,416.6700524336457,68.61516888424816,-4.1
8.731892116132408e-05,-409.00431863092825,-362.5041240909236,-15.296371659265166,-0.3
5.106964637238827e-05,-143.28756523979553,1316.47661691888,53.20235795885307,-3.9
7.284869383226166e-05,-174.6025158275942,1643.6902908697366,58.41455560824568,-6.6
0.00021829712924748446,-87.79441729398201,416.6251483028175,126.47804521167659,-6.0
6.176564253266916e-05,-327.5079484537504,-431.25015688847105,-33.36208885224962,0.1
0.00028297997093870865,-8.430595378772422,-56.40742876213097,-19.687680926023972,
0.00010970530628867459,-321.6601079258286,1430.8529287612218,101.24240182569365,-4.3
9.259471070178106e-05,-342.46640387716405,56.84339354807124,4.025494118003809,-0.7
0.00011993209383281886,-66.79353629098229,70.78314562541685,24.944056386641222,-4.9
-8.47671559333247e-06,-321.5687097530716,230.57694440805497,12.420250136793257,-0.3
2.0120189631127143e-05,-35.8193570946386,201.18871722957962,34.59722316958364,-1.9
-1.7103477643720405e-05,-64.4833701159789,395.85548978976124,22.375967431865465,-1.9
9.314310685674959e-05,-198.19656841481253,1181.3313412550024,109.28005701779496,-5.5
0.00013312012601261655,-423.21671976055484,1763.7093403307083,107.93611255356876,-5.3
0.0002717351167102587,-114.67209784875001,1544.8508077481902,292.45256493511386,-5.2
0.0002006041683098182,-111.08044078422417,-3.5240476861555705,-0.6484062879440683,-0.9
0.00017731604814087026,-98.93080426415314,-19.5178499816233,-4.807709137805881,
3.6923847421330704e-05,-580.6971655385363,67.38057752159555,2.2994173831584455,-4.3
0.00015139279692752303,-111.8675791676506,126.3890098427047,24.66367347763859,-1.7
1.4342865130385386e-05,-386.70853559609077,-72.39895696045585,-4.847537008910077,-1.0
8.591022358489175e-05,-35.24196026716633,378.391243787316,49.97646835058465,-5.8
0.00022556684408993796,-10.264093684220681,247.27340030825243,82.70314302577307,-6.8
0.00022612503730781383,-128.0657214139768,472.1529448594506,122.31835327595383,-3.9
6.921865391178172e-05,-29.643364904152282,186.7230576926131,17.296845560067847,
4.604591575940423e-06,-9.049190071856795,114.2819229994363,27.12598234075458,
0.00013565787079928993,-77.80032251270873,70.38686860867635,9.76369036741766,-26.0
0.0003596212144649316,-6.9749111567940645,-41.6029140813564,-14.909294052313212,
0.00014379225229332583,-2.2747328340866475,198.88675187273728,472.5078335029706,
3.998078893415158e-05,-3.0099360961192136,284.0719979138879,664.5079618666696,
2.8509143397309456e-05,-10.791279467607604,145.76350696429333,11.535121666334197,
3.637953859046045e-05,-140.3983995739941,1391.2819533102559,100.11421529298099,
0.0002634258812746587,-6.161393596085064,-2.594990045171443,-19.359475550214306,-1.4
0.000767705787984142,-9.032856600142095,-8.615951926727611,-22.796191191212085,
0.0009591410910336961,-35.37350347346603,115.23023478190105,42.67673749059768,-0.1
0.00012131626224664827,-1014.9051070027045,182.2030336953761,5.761742157365237,-1.5
0.00014647832445157532,-307.0028817811962,72.50114961949792,4.008566547272165,0.0
0.00024709190434055053,-176.67592383387355,-134.8774455414232,-6.110792976567928,-0.2
0.00027156039385483363,-34.59793478220874,-90.03750469755676,-23.680897556752633,-0.1
8.273234850929271e-05,-175.9621522923559,288.852644310928,36.047064222624755,
2.3685830032452903e-05,-70.36552873407095,-227.52146799971425,-14.390249969218932,0.0
4.9702677559886906e-05,-246.5953611734208,1147.8103263875662,61.345364560489564,-4.0
0.0001050762493582847,-491.747289340298,2027.791141737376,94.97458143962415,-5.0
4.405865725494541e-05,559.2509834532781,3404.4501460874003,55.447764105534574,-1.9
0.0001499317749464128,-169.06367702634486,292.5026054568408,10.651404570662256,-0.3
7.173206934571738e-05,-323.60262402790795,406.6492096195378,12.379871999776354,-0.7
4.6932747554554755e-05,-258.59059730888447,580.9066944484142,26.73181804892885,-2.1
0.0003524548596625006,-78.66742329852481,2625.15820957587,243.92402188656035,-5.6
0.0007663483253351056,-420.1992029052575,-521.9490199308733,-15.293065915611505,0.3
0.0002275823529974758,-390.30547468966427,-114.5190856437373,-3.3918784585427004,0.4
0.0002105521994970688,-9.866439687197797,160.3713024728667,128.0802707697792,-0.7
0.0005875328141736929,-4.092758225563252,42.61210874748749,60.91466196467529,-0.5
8.403287103026517e-05,-259.57068486458525,23.223289262311578,1.7643371427755314,0.1
-7.493316536000836e-05,-230.02225182263555,1187.727798007045,76.6542030758345,-5.9
0.00030152730012773864,-48.79354869862933,44.553872457364726,4.943603600807947,-0.1
0.00021062876007088384,-54.237782631371516,89.92147275102819,32.454346587349676,-2.5
-9.470308191893544e-06,-402.9587233432157,113.54931251918725,6.844515624667465,-1.5
-0.00015119524523425485,-35.41995168507252,1342.5196606395696,149.0735670497966,-14.3
0.00027107022334989846,-105.104930568249,1867.2905870556506,230.67436823182263,-7.3
7.185898104050708e-05,-166.18279314707527,-56.97205218390078,-4.129770306958072,-0.2
1.5304197372875044e-05,-7.7292108941522955,39.309831386659226,16.150977789576082,
0.00012247723095313215,96.49705148123518,166.15181982355713,14.217173381778279,-2.0
0.00026472336334852295,-61.242766861165144,-14.273499320839155,-1.6437783475053607,0.1
0.00010247744701266933,8.522989942281775,315.2424985270514,104.91496785955354,-1.9
6.922387218860161e-06,-172.30231621477049,2896.918808355565,54.71019556556685,-8.8
0.00031189658497554764,-194.37032388462478,662.988391493717,50.683418147349855,-0.9
-4.4955502537925134e-07,-190.18082481292234,2006.4324610433614,36.16156976940154,-8.4
0.0007063525579026039,-63.407831641132404,-3.6268144222455976,-1.3594833668709096,-0.1
0.00010572712384634336,-142.17543827499364,44.90855593797637,2.419256270908622,-1.8
9.546707412065362e-05,-317.73795279879306,41.09107991867272,2.521693326677658,0.1
-6.21048178363103e-05,-190.54364395458504,1381.5729861375764,81.07001241615995,-5.9
0.00022467752323545272,-117.76907519656929,416.95201317598526,63.6200595911801,-2.1
7.569566655671062e-05,-52.99083566701044,306.1981471612202,88.87767439765679,-2.5
4.534712427033626e-05,-707.4794091494599,172.70077952976803,7.868889101099999,-1.5
4.26294378916135e-06,-70.44381219684767,2771.8092580242214,188.03321341873377,-14.3
0.00010350294564562127,-136.7257315876198,1120.9374460773422,68.41509326704515,-7.3
4.076349529438542e-05,-112.13362090028191,-85.92921857136054,-5.21020980244629,-0.2
0.00011501798962121367,-21.868818372187157,155.3827954630865,14.612437342476614,-2.0
0.00010868773505790662,-36.93497234762628,-30.7563656856051,-3.662900481175634,0.1
1.3900851434717692e-05,0.05366738363294177,402.68257099761564,94.91466894681082,-1.9
2.958801855283197e-05,-1041.8346213736838,3187.496460291753,55.62161353777128,-8.8
0.00024916478481735256,-177.4142806898645,683.1270641130485,40.614882785091524,-0.9
-9.173645863031632e-06,-1012.8162517020804,1986.0338005748229,43.73329160086292,-8.4
6.276309780775188e-05,-578.8489292175236,981.8552672843628,51.39554896691539,-4.1
0.00022640887643893433,-100.95324007488439,65.89723478487839,10.229345321669483,-0.1
-3.556429074513249e-05,-30.234525431644993,321.3095128646067,97.42145146641596,-2.5
-7.29465369236109e-05,-34.56906740032324,323.06380357199583,19.175703909901046,-1.5
-1.1190155650337484e-06,-15.452473172933473,2765.023789816756,190.68809551215952,-14.3
1.51916099751694e-05,-16.54903324818991,-51.907522061976,-4.340759262580133,-0.2
4.8173327572196894e-05,-1643.8980059744943,3104.2991523225796,54.468277778860845,-8.8
0.00023428040315361096,-112.71651761822748,613.747369699039,34.516831856882796,-0.9
4.4174782546906175e-05,-167.85991534005353,1023.16883738448,55.20254316232171,-4.1
5.447480038095641e-05,-1081.3884522506303,2774.9274154704453,51.46830942436533,-8.8
0.0003150948010844007,5.479271765340882,467.1384478313169,31.283370855100916,-0.9
0.00023137347547537876,-222.53511099317703,573.1281981429432,41.6978107030895,-4.1
